annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2023-2024,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,25067,3777,3263,17.272582712,21572,1.709836877,10527,756,691,5.9507071499,7154,2.4981002081,14540,4489,2187,25.469651765,14418,1.3187121808,3021,2572
2023-2024,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,35763,5959,909,17.728465243,26861,4.3847253143,21678,1680,373,8.8264626452,13123,5.7710253414,14085,5953,2926,31.429396186,13738,3.0604848676,4279,536
2023-2024,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,53174,5,1638,5.7870742228,49724,1.4821175109,41066,1,510,4.5729600251,37636,1.6854077361,12108,862,50,9.9049147946,12088,0.8491731929,4,1128
2023-2024,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,49898,8838,3183,11.646954855,37972,3.1896560916,29744,2226,769,5.3841815997,17942,4.4555692416,20154,6676,1752,20.889781474,20030,2.0557063294,6612,2414
2023-2024,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL SANTA CABRINI,51235919,27047,6708,966,13.780247245,20965,3.2277516098,15770,1735,366,6.1842198619,9733,4.7131255922,11277,4213,1593,24.402695752,11232,1.9406126345,4973,600
2023-2024,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,3802,169,3792,13.106844716,3732,1.5155635941,1814,64,1807,3.5284186267,1744,1.4881817023,1988,683,169,21.846917617,1988,1.5395847306,105,1985
2023-2024,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,CENTRE HOSPITALIER DE ST. MARY,51248243,25306,5231,1843,12.055847032,23028,2.5559194483,16553,1740,653,5.8318784443,14297,3.0990722801,8753,3203,1001,23.826137451,8731,1.6665074638,3491,1190
2023-2024,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE LASALLE,51224392,20364,3200,679,10.741226756,16091,3.573797896,15392,1311,219,6.1957562731,11152,4.2796244819,4972,1712,740,24.812803924,4939,1.9800789071,1889,460
2023-2024,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DOUGLAS,51235190,4470,104,4321,14.543698732,4126,2.1546123499,2350,46,2221,3.8256359338,2009,2.1628373707,2120,934,272,26.424570231,2117,2.1468069333,58,2100
2023-2024,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,29024,6668,2108,15.445607658,24041,2.5967537517,18042,1926,287,7.0287155588,13103,3.3093756095,10982,4473,2102,29.273468453,10938,1.7430799354,4742,1821
2023-2024,10,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,69057,13433,3803,11.225416134,59085,2.5864841424,24934,1681,400,4.1390847058,16241,3.1148900246,44123,7364,2134,15.229916912,42844,2.386179784,11752,3403
2023-2024,10,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,32794,5841,2039,9.6304517933,28312,2.2537665615,21542,1825,753,4.4347807642,17085,2.8723058726,11252,3834,483,19.577585219,11227,1.3124871342,4016,1286
2023-2024,10,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,29356,4168,4429,13.390703443,24479,2.2934680406,17323,920,1652,5.7286807199,12491,3.2271047376,12033,4594,1407,24.421138051,11988,1.3206572313,3248,2777
2023-2024,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,49366,9593,2254,12.896385862,38405,3.354649561,33516,3080,949,7.0754068869,22589,4.6966904983,15850,6947,2535,25.205277427,15816,1.4378967326,6513,1305
2023-2024,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,2562,82,2556,23.305268345,2521,0.3601992155,1100,28,1094,4.2182128788,1059,0.4735570769,1462,873,408,37.66625399,1462,0.2780884253,54,1462
2023-2024,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,23134,3916,732,10.105231598,16996,4.0713288748,16588,1420,330,6.2127608981,10469,5.208600657,6546,2233,228,19.96901161,6527,2.2471986024,2496,402
2023-2024,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,32433,4205,2592,7.9705103598,23917,3.1740659247,24058,1429,948,5.1177686332,15580,4.0287915419,8375,1965,87,16.165287728,8337,1.5767737196,2776,1644
2023-2024,10,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,15100,4180,388,8.66792695,14616,1.4991361065,9521,1881,325,3.9437373525,9041,1.7642443375,5579,1251,84,16.730126118,5575,1.0692090184,2299,63
2023-2024,10,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,7306,793,200,4.0481124722,6850,1.643314558,6954,741,184,3.9414212044,6498,1.6486825433,352,3,0,6.1558712121,352,1.5442203283,52,16
2023-2024,10,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,8123,1051,312,2.9841288796,6758,1.4223409293,7448,842,285,2.8179850668,6084,1.5084704873,675,5,0,4.8173720165,674,0.6448747115,209,27
2023-2024,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,29638,3857,3337,12.926454017,18517,5.2084234307,18963,1376,912,6.6640258369,8245,5.9233580958,10675,3630,1470,24.050990372,10272,4.6345686494,2481,2425
2023-2024,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,26188,5025,806,14.08730028,17382,4.4460514549,16983,1662,483,7.0532133604,8418,5.2004539215,9205,3358,1641,27.06501871,8964,3.7375998748,3363,323
2023-2024,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,10092,1366,565,7.136434965,8707,2.4399955017,7148,657,298,3.576969704,5848,2.5738168795,2944,536,242,15.778777929,2859,2.1662678287,709,267
2023-2024,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,17034,2184,789,9.6225054303,12803,3.7057057374,12524,921,291,4.3832708533,8359,3.9737536056,4510,1497,655,24.171546194,4444,3.2015175893,1263,498
2023-2024,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,8701,1042,233,5.7087649568,7970,2.1742955528,6674,655,138,4.3525829088,5949,2.209267524,2027,216,42,10.174062928,2021,2.0713523283,387,95
2023-2024,10,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,12302,1030,309,5.6070782754,10164,2.7477145371,10821,677,220,4.0898298062,8695,2.8716119417,1481,303,101,16.692929515,1469,2.0143667272,353,89
2023-2024,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,13824,1784,671,6.1644780615,12490,2.4025522196,11317,1038,511,4.5550998498,10015,2.5280738892,2507,305,137,13.429469375,2475,1.8946332211,746,160
2023-2024,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,4041,335,199,2.7957305672,3826,0.9944471307,3761,271,160,2.230285976,3549,1.0178248959,280,25,0,10.390863095,277,0.6949247894,64,39
2023-2024,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,8596,1252,422,4.8556798705,7532,2.6700051632,7348,844,304,4.0759897629,6298,2.7377250715,1248,33,2,9.4463552796,1234,2.3243811903,408,118
2023-2024,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,17842,1777,780,4.5484876976,15810,1.8230588235,13510,731,579,3.0935269553,11535,2.0395898714,4332,256,17,9.0860037704,4275,1.2388048733,1046,201
2023-2024,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,20097,2617,1052,6.9138573751,15651,3.8258649252,15974,1293,666,5.8712433225,11587,4.3676389968,4123,339,9,10.953323025,4064,2.2811955927,1324,386
2023-2024,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,21046,2319,1340,8.2031251254,17084,3.7358557877,17086,1304,948,6.3858891295,13136,4.2552151424,3960,894,169,16.04385599,3948,2.0078151385,1015,392
2023-2024,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,4414,16,279,5.899328903,3574,2.1716115619,4183,13,265,5.9041458815,3343,2.2352298335,231,2,0,5.8121019721,231,1.2509367484,3,14
2023-2024,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,8487,1111,402,3.1386940484,7039,1.7248687866,7525,855,336,2.6182181986,6173,1.8214349227,962,43,7,7.20998383,866,1.0365284193,256,66
2023-2024,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,2339,338,76,2.7958934255,2271,0.9290109594,1895,238,63,2.511377895,1832,0.9448642952,444,1,0,4.0102108358,439,0.8628530752,100,13
2023-2024,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,10702,1135,275,2.9628890239,5413,2.2792730977,7613,773,120,1.5368128713,2418,2.4271393944,3089,105,1,6.4775273371,2995,2.1598938972,362,155
2023-2024,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,10590,980,525,5.0753489665,9107,2.6358250979,9625,742,476,4.077901443,8151,2.7759041835,965,165,45,15.023983592,956,1.4414897141,238,49
2023-2024,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,7080,1000,287,3.7041911488,6334,1.520768998,6311,721,246,2.9310321485,5579,1.5655019816,769,57,13,10.049323075,755,1.190218911,279,41
2023-2024,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,17108,2561,1105,9.170695305,14996,3.3695825368,12614,1152,599,5.2340791977,10511,3.8765675906,4494,1257,514,20.220200329,4485,2.1814175647,1409,506
2023-2024,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,16164,1811,1129,9.5191494301,12679,3.8711778444,10884,678,483,5.1147728062,7545,4.264637361,5280,1242,446,18.598171244,5134,3.2929440982,1133,646
2023-2024,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,5028,922,143,2.06795556,3887,1.079537704,4654,781,124,1.6979870959,3535,1.0995031432,374,20,3,6.6717877302,352,0.8790325126,141,19
2023-2024,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,1650,218,93,3.014593266,1618,1.4827297075,1619,210,90,2.9804239585,1588,1.5039062063,31,0,0,4.7991129032,30,0.361787037,8,3
2023-2024,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,9917,1785,384,4.4334776142,9246,1.9030022592,7579,1096,305,3.379772654,6981,1.9945141575,2338,128,20,7.8492303488,2265,1.6209516802,689,79
2023-2024,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,11885,2085,499,6.0738944748,10608,1.9427515135,10014,1363,376,3.7179149746,8745,2.0938900324,1871,528,120,18.683610517,1863,1.2333009781,722,123
2023-2024,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,10572,1771,386,5.7671923477,9069,1.7080225984,8463,1032,234,3.6950211378,6999,1.941674009,2109,335,68,14.082405695,2070,0.9180099302,739,152
2023-2024,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,10269,1740,447,5.2185270393,9174,2.0204993884,8064,945,307,3.1716562982,6991,2.1531463866,2205,328,69,12.70422575,2183,1.5957008704,795,140
2023-2024,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,13031,2389,650,7.957268991,11963,2.1299362154,9586,1128,316,4.0212558534,8529,2.3774717956,3445,998,308,18.909554024,3434,1.5151339546,1261,334
2023-2024,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,13045,1833,389,3.9923437247,11610,1.4929402574,10626,1185,229,2.8607443221,9214,1.5729477184,2419,131,0,8.9631478802,2396,1.1852654888,648,160
2023-2024,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,34075,2561,447,2.6507337572,26131,2.1231697133,33395,2486,438,2.6331919283,25451,2.1606096464,680,0,0,3.5122181373,680,0.721870098,75,9
2023-2024,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,25650,4062,745,4.2901603314,23610,1.4713971128,20143,2155,416,2.5971945865,18103,1.7095321217,5507,426,36,10.482535309,5507,0.6885828642,1907,329
2023-2024,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,34231,6245,1740,6.4977935043,27786,2.5606423499,24649,2550,858,4.0675028511,18242,3.2040622069,9582,1271,76,12.749539936,9544,1.3308367095,3695,882
2023-2024,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,29856,4873,886,5.6746334908,27580,1.6396521634,23625,2628,476,3.9680138507,21355,1.8581185255,6231,781,34,12.145326637,6225,0.8901984828,2245,410
2023-2024,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,59072,11416,3885,8.210450834,53257,1.6026943041,40820,4338,1892,3.6974057175,35013,2.061856136,18252,4787,1267,18.303728374,18244,0.721493185,7078,1993
2023-2024,10,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,69561,13493,4348,9.7876321342,54277,3.0068660093,44223,4116,1040,5.4492635619,28999,3.8419205739,25338,5831,653,17.359487583,25278,2.048888823,9377,3308
2023-2024,10,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,55027,9659,3747,10.179637774,44163,2.7337330143,35808,2996,2606,5.7944626123,25063,3.6669051878,19219,5402,1398,18.34990429,19100,1.5092254654,6663,1141
2023-2024,10,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,57391,10575,3262,11.089831633,37159,5.5052925342,38339,3684,1100,6.6734352603,18209,6.856135458,19052,6542,681,19.977099138,18950,4.2072714893,6891,2162
2023-2024,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,15041,1967,458,9.0585135629,12205,3.5212929127,12458,1112,290,5.7636896639,9636,3.9924554045,2583,1009,400,24.949692864,2569,1.7540209117,855,168
2023-2024,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,10851,1285,638,6.4000103933,9548,2.8612482253,8514,735,341,4.1693372354,7262,3.0263063053,2337,428,103,14.526647649,2286,2.3369036162,550,297
2023-2024,10,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,23945,4517,1426,11.506321837,19214,3.8856707638,15519,1711,421,6.2963792949,10877,4.9009631434,8426,2810,697,21.101989807,8337,2.5610533699,2806,1005
2023-2024,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,13650,1953,773,10.21949359,11073,3.7779994381,10123,969,391,6.6758301777,7595,4.188857728,3527,999,314,20.390319992,3478,2.8807973931,984,382
2023-2024,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,38496,8086,2377,12.860006032,27176,4.0143997768,23208,2238,600,7.5370068391,11984,5.9508992546,15288,5310,1178,20.940602924,15192,2.4868188301,5848,1777
2023-2024,10,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,44341,8154,4253,14.41491187,31670,4.5817160474,25419,2566,1087,6.917930037,12897,6.400590792,18922,6740,2707,24.486034437,18773,3.3321540392,5588,3166
2023-2024,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,58344,10833,4449,9.9825327607,32070,5.4212048557,40618,4357,1765,5.9656689426,14363,6.3687057989,17726,5683,453,19.186920359,17707,4.6526412342,6476,2684
2023-2024,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,46829,7914,2699,10.865740543,35990,3.5610622549,31888,2661,833,5.8888094877,21244,4.421070263,14941,4602,2117,21.487812526,14746,2.3220815061,5253,1866
2023-2024,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,35569,6988,1839,9.8030983987,27572,4.4013647098,20108,2449,770,6.3304384104,12364,5.8008483411,15461,3036,527,14.319510471,15208,3.2635940879,4539,1069
2023-2024,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,44682,9642,2649,13.34763113,32180,5.095484471,21826,3088,808,6.8167198652,9573,6.8239488666,22856,6124,2188,19.584228491,22607,4.363561188,6554,1841
2023-2024,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,28782,4587,1430,8.030621569,24656,2.4001228009,19851,1854,484,4.0362494333,15793,2.684972333,8931,2374,449,16.908942168,8863,1.892548767,2733,946
2023-2024,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,28742,6329,1823,18.521697825,22159,2.5596199939,17513,1851,416,10.735213207,10931,4.0909442056,11229,5457,2454,30.665673702,11228,1.0688019534,4478,1407
2023-2024,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,16837,1846,295,6.4082399543,14056,3.3330669386,14278,1125,225,4.4447566964,11517,3.209065946,2559,625,124,17.363540445,2539,3.8955401295,721,70
2023-2024,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,30986,6234,2365,12.92061561,24625,2.4809097124,20418,2023,1367,4.8637724883,14091,3.3180464481,10568,4040,2095,28.486912246,10534,1.3610982691,4211,998
2024-2025,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,17703,3534,862,5.07925201,14649,2.28586464,12910,1503,476,3.36246084,9890,2.5747479778,4793,143,0,9.7034485477,4759,1.6855166235,2031,386
2024-2025,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,10021,1430,269,3.2448550544,9127,1.5943030447,8678,929,203,2.6413143389,7804,1.6949099465,1343,11,1,7.1447257384,1323,1.0008515999,501,66
2024-2025,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,10500,1216,353,1.8336595238,9805,1.0298152587,9935,1050,335,1.5508945926,9243,1.0377030065,565,15,0,6.8058180924,562,0.9000884737,166,18
2024-2025,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,12421,1927,401,4.7602219807,10810,1.8346070511,8865,915,252,3.5808173216,7377,2.1737779585,3556,194,25,7.700441976,3433,1.1057798492,1012,149
2024-2025,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,14233,2481,566,5.2505227679,12752,2.5384740084,10543,1212,322,4.212981362,9151,2.845735378,3690,246,23,8.2149669527,3601,1.7576495726,1269,244
2024-2025,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,11466,1965,309,3.6262051331,10278,1.5913119716,9097,1095,158,2.5340768324,7921,1.7947077039,2369,44,1,7.8199962478,2357,0.9077745958,870,151
2024-2025,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,14490,2531,420,4.5061649988,13144,2.1238549063,11497,1359,216,3.3969844549,10191,2.308491643,2993,91,2,8.7668561829,2953,1.4866612108,1172,204
2024-2025,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,24968,4654,1358,6.7354209388,19740,2.7062696302,17770,2053,786,4.6083021947,12603,3.2579034974,7198,879,116,11.986726869,7137,1.7321570299,2601,572
2024-2025,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,29824,4629,1155,4.9297515424,23791,3.0005240194,23268,2578,564,3.9445779611,17386,3.2690045311,6556,108,1,8.4262461867,6405,2.2717492844,2051,591
2024-2025,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,42659,7136,2588,8.0052751992,37106,2.9248439156,24079,2151,723,4.5138863509,18719,3.9164546866,18580,2531,170,12.529987367,18387,1.9153283872,4985,1865
2024-2025,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,18023,2939,587,4.925375662,16082,2.3417287962,15237,1944,360,3.6000163345,13319,2.5268196645,2786,326,77,12.173939938,2763,1.4495010456,995,227
2024-2025,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,15514,2127,477,5.6057391174,13926,2.8360236049,11783,937,274,4.2583936132,10236,3.1337054134,3731,114,2,9.8608375026,3690,2.0102591087,1190,203
2024-2025,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,20879,2917,1135,5.6297378546,18586,2.6000624126,14674,1268,386,3.8523406857,12523,2.849325663,6205,403,16,9.8330458412,6063,2.0852143695,1649,749
2024-2025,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,21798,4157,1152,7.4531307663,17166,3.8276927583,13692,1429,449,4.7397362004,9332,4.1895377911,8106,731,17,12.036377546,7834,3.3966565257,2728,703
2024-2025,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,60444,5559,5725,8.1820419176,48518,2.4810921834,34311,1135,1976,5.1361588363,22560,3.6466230792,26133,2970,514,12.181096538,25958,1.4681336732,4424,3749
2024-2025,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,51581,9097,6259,9.8494374005,46134,1.8084243123,28632,2870,1644,4.2482833892,23351,2.3219730656,22949,5395,947,16.837639137,22783,1.282072342,6227,4615
2024-2025,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,29465,6845,870,7.6262799555,24194,2.1433118174,20782,2752,313,3.9109866043,15534,2.5813876014,8683,2187,280,16.518509188,8660,1.3575070567,4093,557
2024-2025,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,32862,8605,1093,10.92774012,26944,2.4706312681,18699,2341,533,5.1159398007,12825,3.5320633528,14163,4329,478,18.60089229,14119,1.5064789566,6264,560
